Line_id,Line
"60DC2AA2-391D-4021-9873-EBDC1FB641C2","item i enbotador"
"3522E370-A400-464A-A512-D5C15816E118","item i^a^ missaraba"
"444C89F1-AE75-4D94-882E-D623D7DB664E","item i^a^ compas"
"50E3A286-824C-4B14-A8C6-CCDB8BF1807D","item i^a^ lancea"
"CBBD5DD8-1A9E-41F0-9DED-93618EC9D794","item ii capelli de feutre"
"22BB29F1-975F-448A-8C1D-EFE5A51F31A0","item unum mantellum ^sive^ ^una^ ^clamis^ de viridi panno cum penna scurolorum"
"A63B02E2-44A9-47F6-9890-46F82D2C136C","item i aliud mantellum ^sive^ ^unam^ ^clamidem^ de vario cum penna cuniculorum"
"E531047E-0ECD-4001-A3DC-CBF006B44550","item i gardacorcia muliebre de vario cum penna edulorum"
"4D47F3CA-5F19-49F4-A42B-57AF841F2A91","item unum ^aliud^ gardacorcium et tunica et capucium de livido panno dicti Guillelmi cum penna edulorum in gardacorcio dicti Guillelmi"
"DA28C716-49A1-49FE-AA1F-4065F3F67684","item i^a^ tunica de perceto rubeo muliebris ^dicte^ ^eique^ ^uxoris^ cum ?planqueta? argenti"
"6ECCBE2D-D6C1-43A2-851D-956F9827EA41","item i cohopertorium hendacium"
"59652959-DCF3-4F3F-8F9F-95747ECDCE10","item i^a^ tunica de camelino veteri"
"639CEC73-5AD2-4D0A-833C-8EDA628838E1","item i^a^ alia tunica de livido panno"
"6247CCD1-F7D9-4EDC-9F30-A4F6DBE7C796","item i gardacorcium de camelino cum penna edulorum"
"0C8D3926-104A-4D02-98AB-E9270F319785","item decem lintiamina hospicii dicti guillelmi"
"12DF1B5E-B2D4-429B-A68A-246A6331C99C","item quatuor mappe"
"7D78BE34-7E87-4534-B782-DA06F285622E","item iiii^or^ manutergia"
"03E9D34E-6A99-45DF-AFE4-5E515C22D8E0","item ii camisie"
"6A5C5A93-FE5E-4D04-AC9B-C0D0DCD6D514","item tria candelabra"
"9D41DE97-4F42-40A1-BC38-D01336CECCAC","item i^a^ flaciata"
"892E5CCC-789E-4561-B15A-18059EFCE24C","item i^a^ zona de lana cum bursa de filo"
"0E79FDC8-E189-41C4-A67F-7FA0B6B837C9","item i cohopertorium fayssatum"
"81A76B7C-047F-4B0F-AD09-A9E17911C8FB","item i^a^ tabula portandi panem"
"4850A3C8-5C1E-488B-870B-F5BE3F98BACA","item i^a^ gippa vetera"
"DEA47F9C-0FE7-4576-93B8-DC2E5580A96B","item xi cabolli fili cum aliquibus scagnis fili"
"06CC0ADD-3A0D-4B84-8B65-CEA34C5CAED7","item xix parvi cabedelli fili"
"2E501E3E-9986-4E96-B240-0BD020609811","item ii enses"
"9286C5E6-7E31-4FEC-A3DC-5D95D08EC059","item i penatum"
"753558B7-27C1-4AE8-A9F1-352A93B7A324","item ii tauletos"
"412DD2BA-47B0-4896-A370-6BFFDDA7E335","item i^a^ servelleria"
"2C4EDF23-29A4-44C1-BB5D-F4A5BAB30144","item i^a^ massa"
"6D8CE668-E4C2-44E1-962B-BF34181D1148","item i bocelletum"
"F2FEBE6E-E454-4014-8D87-6692A562AC4D","item ii cultelli"
"669D9403-7BEF-4494-A2F9-D4F79D7735DA","item i brandonum pro parte combustum"
"C5C395A0-21A8-44EC-8B75-856A07C2CD71","in cellario dicti domus hec bona sequntur inventa prout infra"
"3C2BDAEE-AA3D-46AF-B64B-5C192B15DD15","primo i ?druell? vinandi"
"AB74227B-C719-4756-AABB-0054243B5C19","item i vas vacuum xxvii milhayrolarum"
"82C00FDE-4F44-4FFF-9A74-B95973C6087F","item iiii^or^ vegetes vacue de mena"
"240D3459-9428-4AC7-9791-60F2D708520F","item iii enbotadors"
"83C82235-95E3-494B-A4F6-48BECCB9004B","item i^a^ descargadoyra"
"ED2330DB-DEBE-4FED-8748-56DFE0E26E47","item vi tyne bugaderie"
"2F71A380-07A6-409D-AC0D-9CA56C10D4D9","item v tynne bagnadoyre"
"19F5B18C-5086-4C89-8AEB-C464E1F22233","item iiii^or^ trahedoyre"
"6AE76B0D-7BC0-4CF7-A4F9-2A5675520274","item septem pale furni"
"258668ED-DF83-4EB1-ADE1-A2F544C94E94","item i^a^ serra duorum manum cum lima sua"
"1003ABB0-F522-47F8-BA4E-E68586E3B1CC","item quatuor serre"
"DDDDD6E7-5833-4131-8DFE-C218CBD2D0EC","item i^a^ manayra"
"DB0378D6-003D-49B3-9131-48698157B1CA","item i^a^ destral"
"6407CB59-438A-4945-B52E-5706255F5400","item ii aysse"
"16AF317F-B04F-47FA-A2B1-506C558E488E","item i magnum verrubi"
"DC0EAA8C-7AFE-4A8C-AFD8-44AC58F153C6","item ii mals"
"C1269F36-9277-4224-A8AB-E288FFC4D1CB","item i magnum syment"
"1596C773-CC4E-49C2-AEC4-7F3BCCD48515","item i modicum syment"
"2DB5631A-623B-4996-B4FD-0295C92D05D5","item iii plane"
"81424467-DAA2-4AC2-817E-3B9F53874BA0","item iiii^or^ scalpri"
"78A308B5-C45A-48E4-A859-55DD2F9C6CCF","item i^a^ magna verruna"
"93E50AD3-941A-4A54-9FF4-AD67C83AC6A7","item iii bancha"
"BD06971A-4E6A-4E0D-AE14-2F50710B0860","item i planonum de gargallar"
"088786A9-FAFE-4553-AE6A-40FCFCF6ADA4","item xlii petie fuste ?travetorum? de sex palmis usque decem palmos"
"76494B91-B6B1-4244-8EAE-9741EDE74F9E","item xii petie pleche ^de^ ^tyna^ de quercore"
"2D8AB50D-C2D0-4CDD-B098-2000D71F979C","item iii circuli de fausso de septem ?gays?"
"7018EF44-FBB5-438B-B220-D614CB5C83A2","item centum tabule pyni de quinque palmis usque octo palmis"
"6E21AF1F-FFD9-4455-91F5-A802DCA4C3D4","item vi tabule de melene"
"3C0F8F6C-E469-4EDE-9B13-454C26C7A599","item iiii^or^ tors de melene"
"40D656F4-B82D-453D-8708-8D70133BAFE8","item due duodene dogarum de quercore"
"0FD2BF6D-413F-4C5F-946F-0C618AEBE2B9","item i ?calaman? de pyno"
"ECCDB172-48D3-475D-8785-519EDAA31521","item lxvi scaloni de pyno"
"17BEC4D9-029D-4AE8-8524-83C979B09EA6","item ii ?tauloni?"
"C37892A4-C391-433C-B6AC-10C9F89E6D7F","item xiiii pale furni ?sine? caudis"
"E57D0773-9BAD-4F17-8008-497432DE4AAE","item v duodene circulorum quinque ?goarum?"
"FF79542F-B361-4814-A64D-25888189FC61","in cellario transversie sancte marie sunt inventa hec bona prout ecce"
"27B176EC-4ACA-4493-98D6-E3E25784BE1E","primo i vas xviii millarum vacuum"
"181A94FF-697B-4F9A-926F-1D426D73E5FC","item i^a^ bota xii millarum vacua"
"2F052F83-0205-432A-B4AE-6FDDBEF64094","item i^a^ bota septem millarum vacua"
"7FF093BA-0C7B-42D4-A4BB-64B12F79BA31","item vi bote de mena vacua"
"BF1A32E6-11F4-401A-8D37-5059FF7CBAEA","item i vas vinandi"
"B465AC9F-0E7D-467E-B521-450D64945770","item viii descargadoyre"
"32BA4491-95E2-4F6B-AEEE-B0A03C619CC9","item iiii^or^ torculeria calcandi racemos"
"28BC45DC-408F-48AD-8740-D01F4B6E4CE8","item iii duodene circulorum de ?sauze? trium ?goarum?"
"AF0E7A94-8A7C-4EAE-A0EE-0C273B4C65F0","primo habuit in dote dicta domina sanxia duas setzenas cum dimidia in molendino vulgariter appellato dels vivautz"
"FC6CC639-2B33-4698-9F9A-C6BD8E7F5000","item ccc librarum massilientium minutorum quas de moneta nunc currenta in massilie valent et assendunt dc librarum et ultra vestes et jochalia sua"
"DCCD2714-CF21-4BD8-A442-28E06BEAEAD5","sequntur bona parafernalia"
"EF78FEFF-4606-41E9-BCD2-E0322AACB14D","primo quoddam hospicium payroalem quod fuit domini raimondi raolini condam avi materni ipsorum fratrum cum froyre et omnia bona mobilia que fuerunt predicti domini raymundi raolini"
"CE927B0E-ECFD-48B8-B020-997312A1938C","item alias duas setzenas et media in dicto molendino dels vivautz"
"04E1EC89-C09B-4732-9BA4-DB6C9433111E","item unum hospicium scitum in piscaria massilie quod locatur omni anno x librarum"
"900D5EBE-91B8-44C0-A3C3-CA9EF11AD16D","item unum operatorium scitum in draparia inferiori quod locatur omni anno sex librarum"
"0CA124D3-B577-4C24-93A5-EFC9DC2D6556","item lviiii solidi censuales quos serviunt quinque facherii pro diverssis possessionibus"
"4E2CC769-3966-486A-AE11-B76711CCF1BC","item unum claus vinee scitum"
"BFD3DC89-9067-42D8-8462-2582E9A94609","sequuntur jocalia..."
"505C116D-4C09-4922-8A35-A913E6124A33","et primo unum mantellum et supertunicale garnita seu freada ^cum^ ^firmaturis^ ^et^ ^gautes^ argento et margaritis foirata de variis et quandam tunicam freada argento et margaritis eodem modo ut supertunicale predictum"
"2DAC3FB4-E20D-41C4-A1BB-5727B79EEDAD","item quandam vestem scilicet mantellum et supertunicale de rubeo foirata de sendato quod supertunicale munitum erat de botonibus de anbro et de argento"
"6EB9BDCE-A7E7-47F7-827C-4B459BB8AAA7","item quandam vestem scilicet mantellum et supertunicale de scarlleto cum foiratura de variis in quo supertunicale erant botonibus et firmaturis et gaute de auro"
"3D04B251-A84C-47F9-AFB9-059864156074","item quoddam supertunicale rubeo munitum eo modo quo aliud supertunicale predictum"
"42B5BA0E-C68C-427A-B911-7022A94E9936","item quoddam aliud supertunicale de samit viridi cum botonibus xii danbro et firmaturis et gautea de argento et margaritis"
"6656E2AF-FD63-44F9-BCEA-32E3F543B113","item quoddam supertunicale de violeto foiratum de escurolo"
"113F68E9-5006-46FB-B629-6CFF13ADC6FC","item quoddam supertunicale de media lana foiratum de sendato rubeo munitum argento et margaritis modo quo supra"
"60520988-C082-479F-A4CB-8094CFFEE1F3","item quoddam supertunicale de mesclat foiratum de agnis cum vi butonibus aureis et gautee de margaritis et firmaturis argenteis"
"54AAEC80-6E2F-42E0-AFF4-9C241044723F","item quoddam mantellum de livido foiratum de variis"
"0A892748-CAE0-495E-B96A-3557EAE5B3D3","item aliud mantellum de vair foiratum de cuniculis"
"9DB01307-F8B8-4DA6-B812-0FAD9A3E6171","item quandam tunicam de violeto an causana argentea et de margaritis"
"29511A96-3F86-4AFD-91FF-0EFE59E46B07","item unam capam de livido foiratam de sendato rubeo"
"BFB4C697-467D-4A35-931B-29B5B41A34F3","item lo frez unius mantelli de camelot quod erat de margaritis"
"9625BC78-69CE-4652-96D3-665B9489ACD7","item petimus ut supra primo vii ciphos argenteos"
"D44438EC-018A-4D8E-8C8C-EB922F13AB2A","item x duodenas quocleariorum argenteorum"
"44A8CAAB-9B30-4048-BE2B-A791096CB1CB","item quendam saphirum cum virga aurea"
"FD06F7B5-E028-4A4B-89E5-77FC60235C37","item unum smaragdum cum virga aurea"
"9830253E-0F63-4B17-AB4D-4FF323E58448","item unum balazh cum virga aurea"
"8E9829B9-424B-43AD-9B97-B526321403E4","item unum dyamant cum virga aurea"
"089AD9DF-38D8-468D-A5E0-01F47EF9CDDC","item unum alium smaragdum et aliud saphirum cum virgis aureis"
"A418B9B3-6DC9-4EE8-BF6A-FBC150CBA9CE","item aliam virgam auream sine lapide"
"55FC19E6-403F-4525-9268-BB9E2BEA7886","item unum ?estacador? de margaritis et unum ?cassac? argenteo et de margaritis"
"6B3255AE-DF29-4A73-B485-0A68100409F1","item quasdam zonas argenteas quarum una erat de seda viridi et alia de sendar"
"27B418D0-C4C6-4A60-A6BD-98789D65683C","item una garllanda cum grossis margaritis que habebat vi cap de margaritis"
"4047DECF-9433-4A46-9ACE-99A758BB075D","item aliam gallanda de margaritis"
"89155558-78D8-4CBF-BA33-86248809354F","item aliam [garlandam] de margaritis"
"7EA517EB-6FF6-47D1-8592-01A234686857","item una trena auream"
"4F23FA99-8EF5-4B81-AB88-EA0E5EE938C6","item duos pectines de ebore et duo specula de ebore"
"8C5C9AA9-FCD8-4A05-8CF0-69E44B80677E","item quasdam zonas argenteas quarum una erat de seda viridi et alia de sendar"
"61AA9DE8-8461-4437-9C31-CF5F87A9442F","in primis quoddam hospicium scitum in panataria confrontatum ab una parte cum domo habitationis"
"5BAEF3D9-D230-4B25-89B6-F5438CC10250","item quedam tabula comedendi cum duobus tabulariis"
"D4E4FF25-3D95-4353-92E4-63EE0BDEFCA2","item quinque banqui"
"98613850-8212-468C-9FF2-D915C2CEB31F","item unum brocum"
"1DFCC763-F098-457A-800B-84D0ECB52036","item unam tabulam ad portandum panem"
"D9BCDACC-ACE7-4580-BC62-73C75E34FB7C","item ii meianas fusteas"
"D2247CA3-BD88-47E0-B40E-5DC7B65BA2FB","item unum brocum"
"A3BCCAFA-0FA5-4924-AE4F-F9D3AC604E98","item unam capcietam"
"7D4364B5-E112-442C-9834-F30D0CF06FE8","item unam tinetam"
"F730424E-DE85-48EB-ABB6-46DD1793F1A2","item unam barram de ferro"
"1CA4CADD-8104-45C2-A046-C977D8C0439F","item unam planam"
"4A21A580-F63A-4BF9-BECE-0EA18E7FDB0B","item orgoletas de mellica"
"8A778695-5FA9-41B7-A29D-F2F5C0E0E5D7","item unam mastram"
"9C46B21A-CEB2-474D-9C2D-EE2BCC4B6CFA","item unum scudellerium"
"5A056BBB-231F-4227-BCD5-033952286D78","item duas jarras"
"5AC15EB8-EDB8-4587-83E4-930B959C3E41","item unam jarretam"
"77EACC74-DF34-4798-8830-60FE9252DF18","item tres grazales de fusta"
"C7AD042A-6889-4205-A358-08FC00B10116","item unum grazalem de terra"
"CBBE3FA9-EFF9-4AD7-95AD-9BB48F0EF2E3","item i systra cum scutellis terreis et ollis"
"DD5E86A3-43AF-493E-AF0F-3491E539461B","item unam raoyram de ferro"
"0E72E0B2-3EB2-4D25-9065-9F36F3ED49D4","item unam bassachiam"
"C545062D-5E75-4937-A81D-283F42770674","item unum lectum tabularum"
"11A0B359-D728-43C9-BDE5-D44732F02CD3","item unum copertorium modici valoris"
"18633EF2-9EF4-41F1-A578-4438ED046C88","item unum pulvinar modici valoris"
"74F5049A-38EA-49AA-A507-46B3F9A1695C","item duas barilas"
"EB05E6F1-09FB-457D-AAB9-9715A9A31E72","item duos bancos"
"12728399-E2D3-450E-9FC7-C475604CCC37","item unam capcietam"
"208E79B7-246B-4F20-A105-775355117E2C","item iii coyffinos"
"0E033B4E-AEB2-4375-ABAF-66DC01953DE0","item sex barrilas"
"18D863D8-F13F-4C15-BEDA-197EDCB63156","item duas capcias"
"2FDD2710-F3C1-4384-9C6E-7350FF07A7A2","item unum lectum tabularum"
"FB249B0C-A9CC-48F5-87C3-A1BA1A8D6C58","item unam jarram cum sardellis salsis"
"9266FF34-5DE9-4145-A4D0-18DB380FEB7E","item in penore"
"58C1539A-9FDC-40FC-AC3D-37890FCDE0EE","iii timoni"
"12F7278E-25F4-412B-B5FA-F5A9702392A1","item duas barrilas"
"8687F7EC-BA3B-4E79-B7B5-ABA73DBB0741","item tres jarre"
"E35B9BC3-F0E6-4805-87FF-87AD3B593D72","item duas tinas"
"9ACC456D-50D6-437E-AC50-C341E0500CA7","item ii talhe"
"3AF44288-65ED-45A9-878E-55A94631E00B","item unum bancum"
"5C920C4B-9C3F-458F-ACF0-961AEDCBC59F","item quoddam lignum sistentem infra portum massilie vocatum sanctum anthonium cum arboribus duobus duabus antenis et duobus timonis et cum quinque ferris et duobus restis"
"3BCFB8EE-A700-495E-B92F-E2CF29145D8D","item unam botam"
"F56445FE-DCB3-464E-A556-7F27C9D35506","item unum carratellum"
"964FB469-791A-437F-89EE-6B98EC2BA849","item duas balistas"
"58D3A415-B620-4042-942B-7E882003D534","item unam banderiam domini regis francorum"
"2FEAD45E-1651-4BDD-A389-62BCAC1CBCE1","item duos broquos"
"F07FC2FA-CA61-49ED-B264-08AFBE5C4346","item duas lanternas"
"C9A19D28-67F0-4F08-93D9-F9454021CCD5","item duas verrunas"
"2E1BB3F6-729C-4B9F-BEE2-A1F1ECE51E8C","item i maolh"
"3FCE5A54-B4D7-49CC-BFD9-A8D218629240","item unum scalpre de ferro"
"952292C7-007F-4077-8387-402EBDD8FBEE","item i malras"
"BB517E9C-56C3-4B2A-9F7E-330A23522868","item subtus corpertam ipsius ligni"
"92ED8234-3571-4490-8603-27EC2E2B8AAD","item unum restum novum"
"B9203EE6-9488-429E-BE01-DD9B15A8F596","item unum palamayra"
"B655F130-0F18-4EA8-9720-51D7A1C9F4E1","item unum i carratellum"
"1C21421F-5C86-45A2-A580-0C112A21A763","item i barrilas de aqua"
"818C88D2-E46A-499B-9956-F1B2F6DF2DB2","item duos anforinos"
"8BC8ED95-B6AF-4542-8BF5-A5721B5EB1B8","item duos libanos"
"48DF6369-8ED5-40B2-8E60-DE4D215BDD9D","item unam i ostam de canapo"
"747D3610-D57D-49DE-8BF4-8EA890C41E26","item ii sigma de ancora"
"FC800076-9189-4180-A27F-94716260439A","item tres remi de barcha"
"A69C3A62-ECED-41DD-872C-498E1264940A","item unam massam de palme"
"E5A78AA0-0CE6-4503-AA60-FEB7AF14BD3D","item sex lanceas"
"F437E86E-B3F5-438A-A50B-6569F4FFCB90","item unum i coffinum cum sex scutellis de fusta"
"41B8F23C-812F-4A84-A3FE-9BC1C256B060","item unum bernigatum de fusta"
"7C2BACF5-06D5-4A6A-8FAB-095DDEA824DC","item sex sissoria fustea"
"F4C16C33-55E7-41B6-BA47-821AFE987336","in fine est"
"A74C0B9B-8D46-4751-B5D0-897EBB901C1C","in primis unum lectum tabularum"
"A5244D90-51FD-4FE4-9079-3D35DCF93BC8","item unam capciam"
"82BD7950-7DFB-495B-8219-93B81A4239A9","item septem barrilas"
"3F987951-B2E1-41E6-AA13-9842440ABD47","item duo scanna parva"
"E151BDA3-19B2-4686-BA96-F1F4430805AE","item unam sellam"
"F15504BE-E200-4C97-9F78-33408B3ADF9F","item unum brocum"
"0EEE7A9C-044D-4364-87DC-F55ADC830269","item aliam sellam"
"85EE4FB2-38BD-4F53-81E6-C2B5FE406C0E","item unam tinam"
"FB44E6D6-547C-4B4E-A4EA-6BC324E8C6CC","item unam arcam"
"5C1654AF-B495-4B4D-8652-94075FBE5F25","item unam pascadoyram"
"3200D484-7A3C-4A7F-8124-6E0A648FEC65","item quatuor barrilas"
"DA9684F8-4B07-44E0-A9DA-10645C3B2879","item unum ?barrabrim?"
"FB0248A9-4850-40E6-B0B9-008EE4FAAEC7","item unam tinam"
"A3042463-FD60-485A-95FE-343FD771C648","item unam cassam de fusta cum qua ponderatur farina"
"DB3AC66D-DD11-4832-81E5-32414D752FB2","item unum bras fuste ponderis"
"EBE906F8-825A-4DE2-97FA-9165266AFE9F","item duas tabula ad portandum panem"
"28F22B3F-BAED-43FB-A6EE-4CC71CE19F2A","item unam panalem ad mensurandum bladum"
"F7D33206-AA15-4A62-BA38-876FF7775470","item unam lanternam"
"9C0F27BC-55A6-4AF8-90D0-FEBDADBBAE48","item unum cruvellum"
"643ADD7B-98FA-4BFD-A6B3-FC3E61FDDDEF","item unam descargadoyram"
"1C1F7246-8B35-48C8-A282-C4CD740C1943","item unum ludum tabularum"
"7EC13A15-E7D7-4E36-85A5-FCD56C3FF34B","item et barcham dicti ligni"
"70F67A80-BD51-4556-A5D2-76839B048888","et primo ^octo^ tabule portandi panem"
"845CCA3F-CC03-446A-9B90-1F9D7DD5FF6C","item due mastre et unum pestrenhum"
"2953490C-9275-4573-B1B3-081A9640432A","item unum cacobum"
"76A54387-5A8B-4D32-BE43-8E68C02CB45E","item duo tamisia"
"74EEB3CB-6369-4DCF-A1E4-6A07D3B04F75","item quodam balansie cupre"
"527A2313-DE27-4A6B-BD37-DAEF492A1605","item duo calegni"
"1A785E7A-C881-49F8-A986-273FAE6E25AA","item quodam cassia fuste cum brachie et ponderibus lapideis ad ponderandum farinam"
"2958C202-AFE0-4D99-B0AC-E1126392766E","item unum scrineum barucellandi farinam ?cum? ?bilancie? ?una?"
"EBA25F98-31B3-42D1-9482-4688EBCC7CF0","item unum armarium"
"239669F5-7753-4B58-A4A5-809DDE951A29","item una tabuleta comedendi cum tabulonis"
"35BDFD74-11E1-464C-9CB6-B4F3CF849472","item unum matalassium"
"95E81AFB-D6C4-4606-B7DB-E6F7CBBF11D6","item unum pulvinar listatum"
"8C13A751-B17E-4B0C-B19A-01C9A5C7B39F","item unam culcitram laneam"
"1D304FDE-F106-4EDA-B9ED-7FCF57667007","item due targia"
"47B9D089-DFE2-4388-97B6-2D17508E62EA","item tres aysate"
"7CF76985-05E3-460E-B1DF-4A6040986631","item unam securam"
"331E149C-6349-4C59-8D72-41C3B7516A9B","item due picque"
"8741C4FD-3A59-4C13-A5B4-186BE85A02A4","item una balista cum croco et tribus carcaysiis cum cadrellis"
"5A3093D0-BDC7-4DD8-A0FF-67178FC8DCFB","item unum picarrium stagni"
"AF84D1E0-CD4A-462F-A4D3-B53663643663","item duo bancqui"
"6DC179DF-1975-4560-83F6-57205ED9A101","item una barrila"
"494B267F-0C94-4680-9050-24846FFD9F25","item alia barila cum uno bodio"
"CE2D80A2-7558-49B2-A4F4-BE3E2E41D4CC","item due chavarine"
"19BAE1F1-0A1F-4B0A-994D-7D7C7A1D4A8B","item unum capellum de feurre"
"0A02D941-C08A-43CD-970D-9E012E8E4944","item cruvellum"
"A3AA7AF2-CA15-4B08-BA7E-5A3A05A03E94","item una lanterna"
"942CE78F-6806-448D-A4A6-CE3F4E03132B","item duo gobelli stagni"
"D9069359-3448-4B2C-A5F4-1549F2C1D07C","item duo bosselli de vitrio"
"88907B41-A327-4B89-9258-6E7849AA2B29","item quadam brilla"
"171B8DE6-B015-4C46-BCBD-FD41D36E9C1A","item unum gavanholum"
"BFD2F97F-4C22-49EB-9B38-7532A2C5EF15","item unum canistrum tenendi panem"
"A679D588-1735-4D48-9EC3-A3487A388DA0","item quedam gaveda"
"E089FA9C-05AA-4C82-B280-40290BFF2071","item unum canestellum"
"D3F6B21D-E9CC-4680-817F-6B96BD6B1E17","item due cacxiete"
"5D131BC0-EC2D-4BC8-BAEE-5E715CBB29A6","item iiiior mappe"
"5599B795-5602-4F3A-84F4-A696E098A546","item quinque lintheamina"
"89ED8A45-FC94-489D-9142-ECE621862CBD","item quinque manutergia"
"641246ED-C9B3-48EF-8FD5-BCC15B0BF69E","item tunicam mulieris de pebrello"
"A3FB314B-3FE8-4638-A46A-8EB91F2E30FF","item tunicam hominis de blavo"
"F6E99019-95AC-4EC0-A63E-B6FC994F19E5","item mantellum unum rubeum"
"51245C14-3049-4202-A0A3-60AD0E026D2C","item gardacossium franseum mulierem panni de rubeo positum in pignore pro uno floreno pro exequiis expendito"
"BB2F3969-B7CC-4B6C-9F3E-C1D67671E297","item unum canestellum"
"B1D7854B-0D37-4103-89E1-0C169E53E41A","item unum lectum tabularum cum bassachia et culcitra"
"3C755036-708C-4E57-B319-4B077578B220","item unum chalonum et due flassiate"
"3D679053-A124-4395-B014-027859D5A8F8","item iiii^or^ lintheamina"
"8093F7DC-3C2C-4C69-8C90-9E336A7C88BE","item mantulum unum pauci valoris"
"F74C4588-3C07-4E08-9DD4-8980D1FFEFBF","item cotardia de camelino"
"97D6AF80-B112-4844-AC92-C8AA41348CE9","item quadam gippa"
"B0FFCCD1-E59D-42F1-B333-1DAEDDEC740D","item ___"
"745163EB-2116-4FA6-B08E-A804B9E5AA89","item unum scrineum vacuum"
"2BF4705D-938D-4B55-B6A9-131343D38FBD","item quedam cacxieta"
"44C55099-A5DB-400F-BB7B-9C052C463204","item quedam pala furni de ferro cum quadam furca ferri"
"1F7134C2-0587-4E23-9934-7641BAEAF5D1","item duo gavanholi"
"2057D291-B6AC-453D-B492-048673E5392A","item quedam pala furni de fusta"
"CCBD88E4-B72A-4805-AB22-D6638BA2D7FA","item de pertitis ad opus furni"
"7DDE39A9-7F92-45B6-B21A-6849D22D93DC","item tres sachi parvi ad tenendum farinam"
"A1A5FDE2-3A8E-4825-BBC4-1364A8BFE9A0","item duo lintheamina"
"530404B9-C428-4604-9064-CE5360C223BE","item una mappeta"
"78096CF8-DC90-421C-979B-5467F0488D51","item unam tunicam mulieris de blavo"
"64CABD38-8C9A-49BE-866F-C7D1AB039620","item unum cossetum rubeum mulieris"
"2FC7FF96-5280-43F0-B201-1CBA810F8A4C","bona inmobilia"
"6B46CE88-0246-4959-9E3B-3D7A1A3BEF61","primo viii cartariate vinee et terre apud fontem scurum confrontate cum vinea petri aycardi et accapitis martinentorum"
"CB998B9A-7387-4F02-B0C2-67A658340925","item primo dixit dicta tutrix se de dictis bonis invenisse videlicet quoddam ospicium situm in carreria sancti salvatoris iuxta ospicium domum guillelmi albi et iuxta cantonum et iuxta viridarium subditum domino dominarum monialium sancti salvatoris seu aliorum dominorum ad quos spectabit ad certum censum"
"4ECA05BD-8E51-423D-AB20-ACD80998B19F","item in porticu dicti ospici"
"CD0D0B1F-666C-41E2-8D37-9EE000C804BF","unam bredolam"
"49CAAEE2-B5D4-4593-AF5E-94E705F21307","item unam botam vinaygrina"
"22A3006C-86E3-4719-9225-103694E464D8","item quedam tabula de nuce magna comedendi"
